ticker,cik,report_url
inst,0001841804,https://www.sec.gov/Archives/edgar/data/0001841804/000095017024017904/inst-20231231.htm
gtes,0001718512,https://www.sec.gov/Archives/edgar/data/0001718512/000171851224000010/gtes-20231230.htm
dy,0000067215,https://www.sec.gov/Archives/edgar/data/0000067215/000006721524000014/dy-20240127.htm
onem,0001404123,https://www.sec.gov/Archives/edgar/data/0001404123/000140412323000016/onem-20221231.htm
wsfs,0000828944,https://www.sec.gov/Archives/edgar/data/0000828944/000162828024007987/wsfs-20231231.htm
brze,0001676238,https://www.sec.gov/Archives/edgar/data/0001676238/000167623824000049/brze-20240131.htm
frhc,0000924805,https://www.sec.gov/Archives/edgar/data/0000924805/000092480524000041/frhc-20240331.htm
caty,0000861842,https://www.sec.gov/Archives/edgar/data/0000861842/000143774924005948/caty20231231_10k.htm
fhi,0001056288,https://www.sec.gov/Archives/edgar/data/0001056288/000105628824000006/fhi-20231231.htm
aur,0001828108,https://www.sec.gov/Archives/edgar/data/0001828108/000182810824000028/aur-20231231.htm
hasi,0001561894,https://www.sec.gov/Archives/edgar/data/0001561894/000156189424000009/hasi-20231231.htm
zws,0001439288,https://www.sec.gov/Archives/edgar/data/0001439288/000143928824000016/zws-20231231.htm
ful,0000039368,https://www.sec.gov/Archives/edgar/data/0000039368/000143774924002024/ful20231202_10k.htm
banf,0000760498,https://www.sec.gov/Archives/edgar/data/0000760498/000095017024020908/banf-20231231.htm
unf,0000717954,https://www.sec.gov/Archives/edgar/data/0000717954/000095017023055282/unf-20230826.htm
pacw,0001102112,https://www.sec.gov/Archives/edgar/data/0001102112/000162828023005257/pacw-20221231.htm
rare,0001515673,https://www.sec.gov/Archives/edgar/data/0001515673/000095017024017879/rare-20231231.htm
awr,0001056903,https://www.sec.gov/Archives/edgar/data/0001056903/000162828024005922/awr-20231231.htm
cwk,0001628369,https://www.sec.gov/Archives/edgar/data/0001628369/000162836924000005/cwk-20231231.htm
boh,0000046195,https://www.sec.gov/Archives/edgar/data/0000046195/000095017024023196/boh-20231231.htm
pfsi,0001745916,https://www.sec.gov/Archives/edgar/data/0001745916/000155837024001429/pfsi-20231231x10k.htm
gef,0000043920,https://www.sec.gov/Archives/edgar/data/0000043920/000004392023000068/gef-20231031.htm
sqsp,0001496963,https://www.sec.gov/Archives/edgar/data/0001496963/000149696324000010/sqsp-20231231.htm
arlp,0001086600,https://www.sec.gov/Archives/edgar/data/0001086600/000155837024001616/arlp-20231231x10k.htm
eqc,0000803649,https://www.sec.gov/Archives/edgar/data/0000803649/000080364924000025/eqc-20231231.htm
aeis,0000927003,https://www.sec.gov/Archives/edgar/data/0000927003/000092700324000003/aeis-20231231x10k.htm
asb,0000007789,https://www.sec.gov/Archives/edgar/data/0000007789/000000778924000009/asb-20231231.htm
mnmd,0001813814,https://www.sec.gov/Archives/edgar/data/0001813814/000095017024021656/mnmd-20231231.htm
knbe,0001664998,https://www.sec.gov/Archives/edgar/data/0001664998/000166499822000025/knbe-20211231.htm
pten,0000889900,https://www.sec.gov/Archives/edgar/data/0000889900/000095017024020661/pten-20231231.htm
wd,0001497770,https://www.sec.gov/Archives/edgar/data/0001497770/000155837024001538/wd-20231231x10k.htm
epr,0001045450,https://www.sec.gov/Archives/edgar/data/0001045450/000104545024000027/epr-20231231.htm
tcbi,0001077428,https://www.sec.gov/Archives/edgar/data/0001077428/000107742824000040/tcbi-20231231.htm
mrvi,0001823239,https://www.sec.gov/Archives/edgar/data/0001823239/000182323924000032/mrvi-20231231.htm
cwt,0001035201,https://www.sec.gov/Archives/edgar/data/0001035201/000103520124000004/cwt-20231231.htm
sxt,0000310142,https://www.sec.gov/Archives/edgar/data/0000310142/000114036124008963/ef20015292_10k.htm
vsbc,0001697884,https://www.sec.gov/Archives/edgar/data/0001697884/000169788422000006/vsbc10k_2022.htm
yeti,0001670592,https://www.sec.gov/Archives/edgar/data/0001670592/000167059224000007/yeti-20231230.htm
neu,0001282637,https://www.sec.gov/Archives/edgar/data/0001282637/000128263724000005/neu-20231231.htm
sbra,0001492298,https://www.sec.gov/Archives/edgar/data/0001492298/000149229824000008/sbra-20231231.htm
nova,0001772695,https://www.sec.gov/Archives/edgar/data/0001772695/000177269524000008/nova-20231231.htm
sfm,0001575515,https://www.sec.gov/Archives/edgar/data/0001575515/000095017024018768/sfm-20231231.htm
adnt,0001670541,https://www.sec.gov/Archives/edgar/data/0001670541/000167054123000153/adnt-20230930.htm
hiw,0000921082,https://www.sec.gov/Archives/edgar/data/0000921082/000092108224000006/hiw-20231231.htm
vrns,0001361113,https://www.sec.gov/Archives/edgar/data/0001361113/000162828024003498/vrns-20231231.htm
ale,0000066756,https://www.sec.gov/Archives/edgar/data/0000066756/000006675624000007/ale-20231231.htm
ppbi,0001028918,https://www.sec.gov/Archives/edgar/data/0001028918/000102891824000017/ppbi-20231231.htm
abcl,0001703057,https://www.sec.gov/Archives/edgar/data/0001703057/000170305724000019/abcl-20231231.htm
nni,0001258602,https://www.sec.gov/Archives/edgar/data/0001258602/000125860224000024/nni-20231231.htm
jxn,0001822993,https://www.sec.gov/Archives/edgar/data/0001822993/000182299324000009/jxn-20231231.htm
pch,0001338749,https://www.sec.gov/Archives/edgar/data/0001338749/000095017024015684/pch-20231231.htm
sig,0000832988,https://www.sec.gov/Archives/edgar/data/0000832988/000083298824000083/sig-20240203.htm
slg,0001040971,https://www.sec.gov/Archives/edgar/data/0001040971/000104097124000010/slg-20231231.htm
kos,0001509991,https://www.sec.gov/Archives/edgar/data/0001509991/000150999124000029/kos-20231231.htm
cri,0001060822,https://www.sec.gov/Archives/edgar/data/0001060822/000106082224000062/cri-20231230.htm
fold,0001178879,https://www.sec.gov/Archives/edgar/data/0001178879/000117887924000003/fold-20231231.htm
bnl,0001424182,https://www.sec.gov/Archives/edgar/data/0001424182/000095017024018725/bnl-20231231.htm
rpd,0001560327,https://www.sec.gov/Archives/edgar/data/0001560327/000156032724000021/rp-20231231.htm
aaon,0000824142,https://www.sec.gov/Archives/edgar/data/0000824142/000082414224000030/aaon-20231231.htm
sanm,0000897723,https://www.sec.gov/Archives/edgar/data/0000897723/000089772323000028/sanm-20230930.htm
livn,0001639691,https://www.sec.gov/Archives/edgar/data/0001639691/000163969124000021/livn-20231231.htm
hbi,0001359841,https://www.sec.gov/Archives/edgar/data/0001359841/000135984124000010/hbi-20231230.htm
we,0001813756,https://www.sec.gov/Archives/edgar/data/0001813756/000181375623000016/we-20221231.htm
alhc,0001832466,https://www.sec.gov/Archives/edgar/data/0001832466/000095017024021154/alhc-20231231.htm
kmpr,0000860748,https://www.sec.gov/Archives/edgar/data/0000860748/000086074824000046/kmpr-20231231.htm
cvi,0001376139,https://www.sec.gov/Archives/edgar/data/0001376139/000137613924000006/cvi-20231231.htm
kwr,0000081362,https://www.sec.gov/Archives/edgar/data/0000081362/000008136224000020/kwr-20231231.htm
fbp,0001057706,https://www.sec.gov/Archives/edgar/data/0001057706/000105770624000004/fbp2023123110k.htm
diod,0000029002,https://www.sec.gov/Archives/edgar/data/0000029002/000095017024013363/diod-20231231.htm
jbt,0001433660,https://www.sec.gov/Archives/edgar/data/0001433660/000143366024000008/jbt-20231231.htm
sky,0000090896,https://www.sec.gov/Archives/edgar/data/0000090896/000095017024065649/sky-20240330.htm
vsco,0001856437,https://www.sec.gov/Archives/edgar/data/0001856437/000185643724000005/vsco-20240203.htm
nwe,0000073088,https://www.sec.gov/Archives/edgar/data/0000073088/000007308823000028/nwe-20221231.htm
smg,0000825542,https://www.sec.gov/Archives/edgar/data/0000825542/000154638023000037/smg-20230930.htm
acad,0001070494,https://www.sec.gov/Archives/edgar/data/0001070494/000095017024021473/acad-20231231.htm
matx,0000003453,https://www.sec.gov/Archives/edgar/data/0000003453/000155837024001570/matx-20231231x10k.htm
jwn,0000072333,https://www.sec.gov/Archives/edgar/data/0000072333/000007233324000031/jwn-20240203.htm
cort,0001088856,https://www.sec.gov/Archives/edgar/data/0001088856/000162828024005055/cort-20231231.htm
bowl,0001840572,https://www.sec.gov/Archives/edgar/data/0001840572/000162828023031928/bowl-20230702.htm
ottr,0001466593,https://www.sec.gov/Archives/edgar/data/0001466593/000146659324000039/ottr-20231231.htm
pzza,0000901491,https://www.sec.gov/Archives/edgar/data/0000901491/000162828024007791/pzza-20231231.htm
rezi,0001740332,https://www.sec.gov/Archives/edgar/data/0001740332/000174033224000019/rezi-20231231.htm
aaww,0001135185,https://www.sec.gov/Archives/edgar/data/0001135185/000095017023003947/aaww-20221231.htm
bdc,0000913142,https://www.sec.gov/Archives/edgar/data/0000913142/000091314224000007/bdc-20231231.htm
ibtx,0001564618,https://www.sec.gov/Archives/edgar/data/0001564618/000156461824000025/ibtx-20231231.htm
gpi,0001031203,https://www.sec.gov/Archives/edgar/data/0001031203/000103120324000013/gpi-20231231.htm
psec,0001287032,https://www.sec.gov/Archives/edgar/data/0001287032/000128703223000283/psec-20230630.htm
eye,0001710155,https://www.sec.gov/Archives/edgar/data/0001710155/000171015524000018/eye-20231230.htm
mcw,0001853513,https://www.sec.gov/Archives/edgar/data/0001853513/000095017024019105/mcw-20231231.htm
hi,0001417398,https://www.sec.gov/Archives/edgar/data/0001417398/000141739823000094/hi-20230930.htm
ssrm,0000921638,https://www.sec.gov/Archives/edgar/data/0000921638/000092163824000047/ssrm-20231231.htm
cwan,0001866368,https://www.sec.gov/Archives/edgar/data/0001866368/000162828024007825/cwan-20231231.htm
cvet,0001752836,https://www.sec.gov/Archives/edgar/data/0001752836/000175283622000018/cvet-20211231.htm
nsit,0000932696,https://www.sec.gov/Archives/edgar/data/0000932696/000162828024006391/nsit-20231231.htm
insm,0001104506,https://www.sec.gov/Archives/edgar/data/0001104506/000110450624000008/insm-20231231.htm
tmhc,0001562476,https://www.sec.gov/Archives/edgar/data/0001562476/000095017024017842/tmhc-20231231.htm
ulcc,0001670076,https://www.sec.gov/Archives/edgar/data/0001670076/000167007624000021/fron-20231231.htm
smpl,0001702744,https://www.sec.gov/Archives/edgar/data/0001702744/000170274423000098/atk-20230826.htm
nhi,0000877860,https://www.sec.gov/Archives/edgar/data/0000877860/000087786024000010/nhi-20231231.htm
ava,0000104918,https://www.sec.gov/Archives/edgar/data/0000104918/000095017024017421/ava-20231231.htm
cvt,0001827075,https://www.sec.gov/Archives/edgar/data/0001827075/000095017023007888/cvt-20221231.htm
xrx,0001770450,https://www.sec.gov/Archives/edgar/data/0001770450/000177045024000012/xrx-20231231.htm
lcii,0000763744,https://www.sec.gov/Archives/edgar/data/0000763744/000076374424000023/lcii-20231231.htm
vicr,0000751978,https://www.sec.gov/Archives/edgar/data/0000751978/000095017024022018/vicr-20231231.htm
azek,0001782754,https://www.sec.gov/Archives/edgar/data/0001782754/000095017023066594/azek-20230930.htm
ofc,0000860546,https://www.sec.gov/Archives/edgar/data/0000860546/000086054624000013/ofc-20231231.htm
jbgs,0001689796,https://www.sec.gov/Archives/edgar/data/0001689796/000155837024001366/jbgs-20231231x10k.htm
calm,0000016160,https://www.sec.gov/Archives/edgar/data/0000016160/000156276224000177/calm2024060110K.htm
onb,0000707179,https://www.sec.gov/Archives/edgar/data/0000707179/000070717924000006/onb-20231231.htm
spr,0001364885,https://www.sec.gov/Archives/edgar/data/0001364885/000162828024006331/spr-20231231.htm
dbc,0001328237,https://www.sec.gov/Archives/edgar/data/0001328237/000095017024019059/dbc-20231231.htm
vsat,0000797721,https://www.sec.gov/Archives/edgar/data/0000797721/000095017024066031/vsat-20240331.htm
xmtr,0001657573,https://www.sec.gov/Archives/edgar/data/0001657573/000095017024023214/xmtr-20231231.htm
abm,0000771497,https://www.sec.gov/Archives/edgar/data/0000771497/000077149723000025/abm-20231031.htm
main,0001396440,https://www.sec.gov/Archives/edgar/data/0001396440/000139644024000055/main-20231231.htm
jamf,0001721947,https://www.sec.gov/Archives/edgar/data/0001721947/000162828024007212/jamf-20231231.htm
ghc,0000104889,https://www.sec.gov/Archives/edgar/data/0000104889/000010488924000010/ghc-20231231.htm
kfy,0000056679,https://www.sec.gov/Archives/edgar/data/0000056679/000162828024030470/kfy-20240430.htm
lxp,0000910108,https://www.sec.gov/Archives/edgar/data/0000910108/000144483824000053/lxp-20231231.htm
aca,0001739445,https://www.sec.gov/Archives/edgar/data/0001739445/000173944524000012/aca-20231231.htm
btu,0001064728,https://www.sec.gov/Archives/edgar/data/0001064728/000106472824000021/btu-20231231.htm
rmbs,0000917273,https://www.sec.gov/Archives/edgar/data/0000917273/000091727324000028/rmbs-20231231.htm
bhc,0000885590,https://www.sec.gov/Archives/edgar/data/0000885590/000088559024000011/bhc-20231231.htm
env,0001337619,https://www.sec.gov/Archives/edgar/data/0001337619/000133761924000005/env-20231231.htm
cxm,0001569345,https://www.sec.gov/Archives/edgar/data/0001569345/000156934524000019/cxm-20240131.htm
ain,0000819793,https://www.sec.gov/Archives/edgar/data/0000819793/000081979324000012/ain-20231231.htm
fsr,0001720990,https://www.sec.gov/Archives/edgar/data/0001720990/000172099024000045/fsr-20231231.htm
vsh,0000103730,https://www.sec.gov/Archives/edgar/data/0000103730/000010373024000034/form10k.htm
rlay,0001812364,https://www.sec.gov/Archives/edgar/data/0001812364/000095017024018797/rlay-20231231.htm
mgee,0001161728,https://www.sec.gov/Archives/edgar/data/0001161728/000095017024017706/mgee-20231231.htm
cnmd,0000816956,https://www.sec.gov/Archives/edgar/data/0000816956/000081695624000003/cnmd-20231231.htm
mc,0001596967,https://www.sec.gov/Archives/edgar/data/0001596967/000095017024018791/mc-20231231.htm
iboc,0000315709,https://www.sec.gov/Archives/edgar/data/0000315709/000155837024001698/iboc-20231231x10k.htm
mth,0000833079,https://www.sec.gov/Archives/edgar/data/0000833079/000083307924000015/mth-20231231.htm
bmi,0000009092,https://www.sec.gov/Archives/edgar/data/0000009092/000095017024016245/bmi-20231231.htm
crvl,0000874866,https://www.sec.gov/Archives/edgar/data/0000874866/000095017024064645/crvl-20240331.htm
sfnc,0000090498,https://www.sec.gov/Archives/edgar/data/0000090498/000162828024007263/sfnc-20231231.htm
dorm,0000868780,https://www.sec.gov/Archives/edgar/data/0000868780/000086878024000011/dorm-20231231.htm
lbrt,0001694028,https://www.sec.gov/Archives/edgar/data/0001694028/000169402824000006/lbrt-20231231.htm
hele,0000916789,https://www.sec.gov/Archives/edgar/data/0000916789/000091678924000015/hele-20240229.htm
trup,0001371285,https://www.sec.gov/Archives/edgar/data/0001371285/000137128524000029/trup-20231231.htm
mrcy,0001049521,https://www.sec.gov/Archives/edgar/data/0001049521/000104952124000029/mrcy-20240628.htm
mntk,0001826600,https://www.sec.gov/Archives/edgar/data/0001826600/000095017024031587/mntk-20231231.htm
gkos,0001192448,https://www.sec.gov/Archives/edgar/data/0001192448/000155837024001630/gkos-20231231x10k.htm
flyw,0001580560,https://www.sec.gov/Archives/edgar/data/0001580560/000095017024021713/flyw-20231231.htm
out,0001579877,https://www.sec.gov/Archives/edgar/data/0001579877/000157987724000015/out-20231231.htm
sitc,0000894315,https://www.sec.gov/Archives/edgar/data/0000894315/000095017024019352/sitc-20231231.htm
jjsf,0000785956,https://www.sec.gov/Archives/edgar/data/0000785956/000143774923033110/jjsf20230923_10k.htm
vir,0001706431,https://www.sec.gov/Archives/edgar/data/0001706431/000162828024006852/vir-20231231.htm
ngvt,0001653477,https://www.sec.gov/Archives/edgar/data/0001653477/000165347724000009/ngvt-20231231.htm
mxl,0001288469,https://www.sec.gov/Archives/edgar/data/0001288469/000128846924000015/mxl-20231231.htm
wern,0000793074,https://www.sec.gov/Archives/edgar/data/0000793074/000079307424000014/wern-20231231.htm
aciw,0000935036,https://www.sec.gov/Archives/edgar/data/0000935036/000093503624000007/aciw-20231231.htm
hlf,0001180262,https://www.sec.gov/Archives/edgar/data/0001180262/000095017024015266/hlf-20231231.htm
fult,0000700564,https://www.sec.gov/Archives/edgar/data/0000700564/000070056424000012/fult-20231231.htm
eprt,0001728951,https://www.sec.gov/Archives/edgar/data/0001728951/000172895124000026/eprt-20231231.htm
ens,0001289308,https://www.sec.gov/Archives/edgar/data/0001289308/000128930824000018/ens-20240331.htm
hrmy,0001802665,https://www.sec.gov/Archives/edgar/data/0001802665/000155837024001466/hrmy-20231231x10k.htm
bco,0000078890,https://www.sec.gov/Archives/edgar/data/0000078890/000007889024000054/bco-20231231.htm
hpk,0001792849,https://www.sec.gov/Archives/edgar/data/0001792849/000143774924006816/hpe20231231_10k.htm
sgry,0001638833,https://www.sec.gov/Archives/edgar/data/0001638833/000163883324000029/sgry-20231231.htm
root,0001788882,https://www.sec.gov/Archives/edgar/data/0001788882/000162828024005906/root-20231231.htm
hubg,0000940942,https://www.sec.gov/Archives/edgar/data/0000940942/000095017024021432/hubg-20231231.htm
gdrx,0001809519,https://www.sec.gov/Archives/edgar/data/0001809519/000180951924000032/gdrx-20231231.htm
fibk,0000860413,https://www.sec.gov/Archives/edgar/data/0000860413/000086041324000016/fibk-20231231.htm
fwrd,0000912728,https://www.sec.gov/Archives/edgar/data/0000912728/000162828024011530/fwrd-20231231.htm
spxc,0000088205,https://www.sec.gov/Archives/edgar/data/0000088205/000008820524000008/spxc-20231231.htm
hlne,0001433642,https://www.sec.gov/Archives/edgar/data/0001433642/000143364224000064/hlne-20240331.htm
arvn,0001655759,https://www.sec.gov/Archives/edgar/data/0001655759/000165575924000018/arvn-20231231.htm
fate,0001434316,https://www.sec.gov/Archives/edgar/data/0001434316/000095017024020158/fate-20231231.htm
shls,0001831651,https://www.sec.gov/Archives/edgar/data/0001831651/000183165124000011/shls-20231231.htm
wdfc,0000105132,https://www.sec.gov/Archives/edgar/data/0000105132/000010513223000059/wdfc-20230831.htm
pdco,0000891024,https://www.sec.gov/Archives/edgar/data/0000891024/000089102424000008/pdco-20240427.htm
vrrm,0001682745,https://www.sec.gov/Archives/edgar/data/0001682745/000095017024023271/vrrm-20231231.htm
cbrl,0001067294,https://www.sec.gov/Archives/edgar/data/0001067294/000114036123045201/brhc20058683_10k.htm
jblu,0001158463,https://www.sec.gov/Archives/edgar/data/0001158463/000115846324000006/jblu-20231231.htm
yelp,0001345016,https://www.sec.gov/Archives/edgar/data/0001345016/000134501624000009/yelp-20231231.htm
wor,0000108516,https://www.sec.gov/Archives/edgar/data/0000108516/000095017024087983/wor-20240531.htm
open,0001801169,https://www.sec.gov/Archives/edgar/data/0001801169/000180116924000016/open-20231231.htm
pbh,0001295947,https://www.sec.gov/Archives/edgar/data/0001295947/000129594724000017/pbh-20240331.htm
klic,0000056978,https://www.sec.gov/Archives/edgar/data/0000056978/000005697823000172/klic-20230930.htm
ccoi,0001158324,https://www.sec.gov/Archives/edgar/data/0001158324/000141057824000091/ccoi-20231231x10k.htm
ibrx,0001326110,https://www.sec.gov/Archives/edgar/data/0001326110/000132611024000037/ibrx-20231231.htm
dkl,0001552797,https://www.sec.gov/Archives/edgar/data/0001552797/000155279724000011/dkl-20231231.htm
aub,0000883948,https://www.sec.gov/Archives/edgar/data/0000883948/000088394824000030/aub-20231231x10k.htm
si,0001312109,https://www.sec.gov/Archives/edgar/data/0001312109/000131210922000051/si-20211231.htm
plxs,0000785786,https://www.sec.gov/Archives/edgar/data/0000785786/000078578623000066/plxs-20230930.htm
whd,0001699136,https://www.sec.gov/Archives/edgar/data/0001699136/000169913624000007/whd-20231231.htm
lesl,0001821806,https://www.sec.gov/Archives/edgar/data/0001821806/000095017023066773/lesl-20230930.htm
ahco,0001725255,https://www.sec.gov/Archives/edgar/data/0001725255/000162828024007254/ahco-20231231.htm
virt,0001592386,https://www.sec.gov/Archives/edgar/data/0001592386/000159238624000026/virt-20231231.htm
vnom,0001602065,https://www.sec.gov/Archives/edgar/data/0001602065/000160206524000010/vnom-20231231.htm
rusha,0001012019,https://www.sec.gov/Archives/edgar/data/0001012019/000143774924005362/rusha20231231_10k.htm
save,0001498710,https://www.sec.gov/Archives/edgar/data/0001498710/000149871024000117/save-20231231.htm
cpe,0000928022,https://www.sec.gov/Archives/edgar/data/0000928022/000092802224000031/cpe-20231231.htm
mog-a,0000067887,https://www.sec.gov/Archives/edgar/data/0000067887/000006788723000115/mog-20230930.htm
fun,0000811532,https://www.sec.gov/Archives/edgar/data/0000811532/000081153224000035/fun-20231231.htm
nog,0001104485,https://www.sec.gov/Archives/edgar/data/0001104485/000110448524000045/nog-20231231.htm
pagp,0001581990,https://www.sec.gov/Archives/edgar/data/0001581990/000158199024000008/pagp-20231231.htm
gtbif,0001795139,https://www.sec.gov/Archives/edgar/data/0001795139/000095017024022653/gtbif-20231231.htm
nuva,0001142596,https://www.sec.gov/Archives/edgar/data/0001142596/000114259623000013/nuva-20221231.htm
ibp,0001580905,https://www.sec.gov/Archives/edgar/data/0001580905/000158090524000008/ibp-20231231.htm
sage,0001597553,https://www.sec.gov/Archives/edgar/data/0001597553/000095017024014934/sage-20231231.htm
mgpi,0000835011,https://www.sec.gov/Archives/edgar/data/0000835011/000162828024006149/mgpi-20231231.htm
amr,0001704715,https://www.sec.gov/Archives/edgar/data/0001704715/000170471524000028/amr-20231231.htm
kw,0001408100,https://www.sec.gov/Archives/edgar/data/0001408100/000140810024000060/kw-20231231.htm
vrnt,0001166388,https://www.sec.gov/Archives/edgar/data/0001166388/000116638824000015/vrnt-20240131.htm
nvax,0001000694,https://www.sec.gov/Archives/edgar/data/0001000694/000100069424000007/nvax-20231231.htm
stem,0001758766,https://www.sec.gov/Archives/edgar/data/0001758766/000175876624000029/stem-20231231.htm
unfi,0001020859,https://www.sec.gov/Archives/edgar/data/0001020859/000102085923000048/unfi-20230729.htm
focs,0001651052,https://www.sec.gov/Archives/edgar/data/0001651052/000155837023001407/focs-20221231x10k.htm
ths,0001320695,https://www.sec.gov/Archives/edgar/data/0001320695/000132069524000015/ths-20231231.htm
blkb,0001280058,https://www.sec.gov/Archives/edgar/data/0001280058/000128005824000013/blkb-20231231.htm
sho,0001295810,https://www.sec.gov/Archives/edgar/data/0001295810/000155837024001615/sho-20231231x10k.htm
ipar,0000822663,https://www.sec.gov/Archives/edgar/data/0000822663/000175392624000405/g084061_10k.htm
mstr,0001050446,https://www.sec.gov/Archives/edgar/data/0001050446/000095017024015847/mstr-20231231.htm
arry,0001820721,https://www.sec.gov/Archives/edgar/data/0001820721/000182072124000011/arry-20231231.htm
ax,0001299709,https://www.sec.gov/Archives/edgar/data/0001299709/000129970923000198/ax-20230630.htm
evtc,0001559865,https://www.sec.gov/Archives/edgar/data/0001559865/000155986524000008/evtc-20231231.htm
ntct,0001078075,https://www.sec.gov/Archives/edgar/data/0001078075/000162828024023777/ntct-20240331.htm
kbh,0000795266,https://www.sec.gov/Archives/edgar/data/0000795266/000079526624000008/kbh-20231130.htm
eqrx,0001843762,https://www.sec.gov/Archives/edgar/data/0001843762/000155837023001902/eqrx-20221231x10k.htm
wire,0000850460,https://www.sec.gov/Archives/edgar/data/0000850460/000085046024000017/wire-20231231.htm
pcrx,0001396814,https://www.sec.gov/Archives/edgar/data/0001396814/000139681424000030/pcrx-20231231.htm
comm,0001517228,https://www.sec.gov/Archives/edgar/data/0001517228/000095017024022519/comm-20231231.htm
amba,0001280263,https://www.sec.gov/Archives/edgar/data/0001280263/000095017024038555/amba-20240131.htm
colb,0000887343,https://www.sec.gov/Archives/edgar/data/0000887343/000088734324000089/colb-20231231.htm
roiv,0001635088,https://www.sec.gov/Archives/edgar/data/0001635088/000114036124028145/ef20026301_10k.htm
cert,0001827090,https://www.sec.gov/Archives/edgar/data/0001827090/000182709024000006/cert-20231231.htm
rrr,0001653653,https://www.sec.gov/Archives/edgar/data/0001653653/000165365324000004/rrr-20231231.htm
kd,0001867072,https://www.sec.gov/Archives/edgar/data/0001867072/000155837024008788/kd-20240331x10k.htm
hayw,0001834622,https://www.sec.gov/Archives/edgar/data/0001834622/000183462224000010/hayw-20231231.htm
fss,0000277509,https://www.sec.gov/Archives/edgar/data/0000277509/000027750924000005/fss-20231231.htm
wfrd,0001603923,https://www.sec.gov/Archives/edgar/data/0001603923/000160392324000043/wfrd-20231231.htm
lth,0001869198,https://www.sec.gov/Archives/edgar/data/0001869198/000186919824000008/lth-20231231.htm
shoo,0000913241,https://www.sec.gov/Archives/edgar/data/0000913241/000162828024008331/shoo-20231231.htm
aimc,0001374535,https://www.sec.gov/Archives/edgar/data/0001374535/000095017023005578/aimc-20221231.htm
ping,0001679826,https://www.sec.gov/Archives/edgar/data/0001679826/000155837022001977/ping-20211231x10k.htm
cno,0001224608,https://www.sec.gov/Archives/edgar/data/0001224608/000122460824000009/cno-20231231.htm
clbk,0001723596,https://www.sec.gov/Archives/edgar/data/0001723596/000172359624000075/clbk-20231231.htm
avav,0001368622,https://www.sec.gov/Archives/edgar/data/0001368622/000155837024009515/avav-20240430x10k.htm
tex,0000097216,https://www.sec.gov/Archives/edgar/data/0000097216/000009721624000013/tex-20231231.htm
usm,0000821130,https://www.sec.gov/Archives/edgar/data/0000821130/000082113024000007/usm-20231231.htm
pi,0001114995,https://www.sec.gov/Archives/edgar/data/0001114995/000095017024013874/pi-20231231.htm
axsm,0001579428,https://www.sec.gov/Archives/edgar/data/0001579428/000095017024019118/axsm-20231231.htm
cvlt,0001169561,https://www.sec.gov/Archives/edgar/data/0001169561/000116956124000039/cvlt-20240331.htm
bcc,0001328581,https://www.sec.gov/Archives/edgar/data/0001328581/000132858124000018/bcc-20231231.htm
lfg,0001823766,https://www.sec.gov/Archives/edgar/data/0001823766/000182376622000003/lfg-20211231.htm
gcp,0001644440,https://www.sec.gov/Archives/edgar/data/0001644440/000164444022000004/gcpwi-20211231.htm
peb,0001474098,https://www.sec.gov/Archives/edgar/data/0001474098/000147409824000040/peb-20231231.htm
gbdc,0001476765,https://www.sec.gov/Archives/edgar/data/0001476765/000147676523000077/gbdc-20230930.htm
bcrx,0000882796,https://www.sec.gov/Archives/edgar/data/0000882796/000162828024007205/bcrx-20231231.htm
tr,0000098677,https://www.sec.gov/Archives/edgar/data/0000098677/000155837024002048/tr-20231231x10k.htm
navi,0001593538,https://www.sec.gov/Archives/edgar/data/0001593538/000095017024020149/navi-20231231.htm
ttec,0001013880,https://www.sec.gov/Archives/edgar/data/0001013880/000155837024002207/ttec-20231231x10k.htm
agti,0001749704,https://www.sec.gov/Archives/edgar/data/0001749704/000174970424000016/agti-20231231.htm
rklb,0001819994,https://www.sec.gov/Archives/edgar/data/0001819994/000095017024022160/rklb-20231231.htm
evcm,0001853145,https://www.sec.gov/Archives/edgar/data/0001853145/000185314524000026/evcm-20231231.htm
ameh,0001083446,https://www.sec.gov/Archives/edgar/data/0001083446/000162828024008024/asth-20231231.htm
trn,0000099780,https://www.sec.gov/Archives/edgar/data/0000099780/000009978024000017/trn-20231231.htm
cbz,0000944148,https://www.sec.gov/Archives/edgar/data/0000944148/000162828024006641/cbz-20231231.htm
arnc,0001790982,https://www.sec.gov/Archives/edgar/data/0001790982/000179098223000006/arnc-20221231.htm
lgf-a,0000929351,https://www.sec.gov/Archives/edgar/data/0000929351/000092935124000012/lgfa-20240331.htm
wsbc,0000203596,https://www.sec.gov/Archives/edgar/data/0000203596/000095017024020323/wsbc-20231231.htm
ceix,0001710366,https://www.sec.gov/Archives/edgar/data/0001710366/000171036624000006/ceix-20231231.htm
yumm,0001073748,https://www.sec.gov/Archives/edgar/data/0001073748/000121390024017303/ea0200613-10k_yummies.htm
brc,0000746598,https://www.sec.gov/Archives/edgar/data/0000746598/000074659823000058/brc-20230731.htm
qtwo,0001410384,https://www.sec.gov/Archives/edgar/data/0001410384/000141038424000015/qtwo-20231231.htm
cpk,0000019745,https://www.sec.gov/Archives/edgar/data/0000019745/000162828024005944/cpk-20231231.htm
sabr,0001597033,https://www.sec.gov/Archives/edgar/data/0001597033/000159703324000020/sabr-20231231.htm
